Name, Landmark, City, Town, Bed, Bath, Size, Currency, Rent, Owner,Listing_Date, Type, Description
5 bedroom swimming pool house in Ridge,North Ridge  behind Ridge Hospital,North Ridge,Accra,5,5,100x70 sqft,Ghana cedis,21000,Avenue Properties ,18 Jun  5:38 pm,House,An executive five bedroom house (all en-suite) with swimming pool  and three room outhouse to let at Ridge near Ridge Hospital. The property is suitable for home / corporate office as its location is on a road side. It has spacious car parking space with garden and trees in the house. The area has uninterrupted water flow and there is a standby generator in the house. Each room has an A/C and a wardrobe. There are two living areas and it is renting for US$ 5 500 per month (NEGOTIABLE).
4 bedroom swimming pool house in Accra,4 bedroom swimming pool house in Accra,Cantonments,Accra,4,4,100x70 sqft,Ghana cedis,16000,Avenue Properties ,18 Jun  5:24 pm,House,An executive four bedroom TOWNHOUSE with a common swimming pool and one room outhouse to let at Cantonments near Cantonments Post Office. It has garage with electronic gate. The house has DSTV and internet connection. The area has uninterrupted water flow and there is a standby generator in the house. Each room has an A/C  fan and wardrobe. The area has 24/7 security with children playing ground. There are three living areas and it is renting for US$ 4 000 per month (NEGOTIABLE).
5 bed self compound at East legonhills,Botwe East legonhills,East Legon,Accra,5,4,100 sqm,Ghana cedis,2200,Franko Properties ,18 Jun  5:09 pm,House,A nice spacious 5 bedroom self compound at East legonhills in an estate community. ..good security services  comes with good tiled  road  big compound....
Brand new four bedrooms@Ofankor,Ofankor John-Tei School,Ga Central,Greater Accra,4,3,100 sqm,Ghana cedis,1500,KK Solution Limited ,18 Jun 12:26 pm,House,An executive brand new four bedrooms self compound house for rent at Ofankor John-Tei School  it's about five minutes drive from the main Ofankor John-Tei road to the house  it's freshly built  walled gated house pavement compound with security wire on the walls  water flows everyday plus additional polytank  P.O.P ceiling  wardrobes  two masters bedrooms  fitted kitchen with cabinet and a store room  rent advance is two years price is fixed and is not negotiable agency terms of registration which is ghc50.00 and a 10 % commission of total amount of rent being paid to the landlord is applied to the agency. ...
5 bedroom house at Tema,Kpone Clinic,Tema,Greater Accra,5,4,920 sqm,Ghana cedis,2000,Kofi Asiamah VERIFIED,17 Jun  6:13 pm,House,A newly built 5 bedroom house at Kpone off the Shanghai road is available for short and long term rent. The house has three master bedrooms and two other rooms sharing a washing room; a very large hall  dining area  a family area  large kitchen (island)  a store and a parking area for eight cars. Electricity and water are available. Also available is a 1100 gallon polytank with an installed pump. The house also has a laundry area  a porch and flower beds. The house is located within town and has adequate security - less than 5 minutes drive from the police station
2 bedroom house in Pokuase,Pokuase,Pokuase,Accra,2,2,100 sqm,Ghana cedis,1500,Richard ,10 Jul 11:22 am,House,Neat 2 bedroom house at Pokuase 2 washrooms Burglar Proof  In a Gated community with good security
FURNISHED 4 BEDROOMS TO LET ADJIRIGANNOR,adjirigannor,Adjiriganor,Accra,4,4,3000 sqm,Ghana cedis,11250,Newmon Creek Limited , 6 Jul 11:46 am,House,4 bedrooms -2 bedrooms en suit Guest washroom Ceiling is made of p.o.p Tiled inside floors Master bedroom has a front view balcony Attached 2 bedroom boys quarters Paved compound with lawn areas Fully furnished with beds and furniture Fitted kitchen cabinet with fridge and gas cooker Fitted air conditions in all rooms Constant tap flow Walled and gated with fence wiring alarm systems Quite neighborhood Tarred road network
three bedrooms house-West Legon,West Legon,West Legon,Accra,3,4,100 sqm,Ghana cedis,2500,KK Solution Limited ,17 Jun  5:05 pm,House,An a luxurious brand new three bedrooms self compound house for rent at West Legon  all rooms are ensuit P.O.P ceiling wardrobes fully air conditions plus ceiling fans  a big store in front of the shop it can also serve as boys quaters  garden area it's in a nice and secured environment fitted kitchen with cabinet and a store room rent advance is two years price is fixed and is not negotiable  price is $600 dollars equivalent to Ghana cedis  agency terms of registration which is ghc50.00 and a 10 % commission
Exc 2B/room self compound-spintex,spintex,Spintex,Accra,2,2,100 sqft,Ghana cedis,2800,Ultra Properties Management Limited VERIFIED,17 Jun  4:12 pm,House,Executive two bedrooms self compound located at spintex is offer for rent it right located at the middle of hfc estate ecobank off the spintex road 24/7 water supply  Two way power solar and electricity  Good road network  Two master bedrooms Price $700 for one year but price negotiable. Call for inspection
3 master bedroom house IN east airport,East Airport Residence,Airport,Accra,3,3,100 sqft,Ghana cedis,3000,Unique Agency VERIFIED,17 Jun 10:44 am,House,This is a 3 bedroom house located in east airport residence for rent.  It has a large  hall with darning area  fitted kitchen with cabinet  all bedrooms has toliet and bath   inbuilt wardrobe   guest washroom   constant water runs   big compound for your car park and easy access to town.
Five bed  room house for rent. airport,,Airport,Accra,5,4,12*15 sqft,Ghana cedis,23925,joseph okoso VERIFIED,30 Jun  1:23 pm,House,Executive five bed room house for rent at air port .and its comes with  four master bed room .one guest  wash room .kitchen.hall and dining. Fan. air conditioner.wardrobe  en suit .gas cooker .garden. Swimming  pool.generator.garage.water electricity available. 24/7 security sevice  .  Executive 2 bed room boys quarters. With kitchen. Bath  and  wash room. Wall and gated. amount five  thousand  five hundrend US dollar  per month .Very neat. not far from main road  easy  access.. Company's / banks / mining company's/  govement institutions /should contact  little  rock  property  consult  for more information
A 4 bedroom house for rent at Apollo,Sunflower crescent  Apollo,Apremdo,Sekondi Takoradi,3,2,40/60 sqft,Ghana cedis,600,Gustav Dedjoe Djokotoe ,16 Jun 10:04 pm,House,*Gated house * 1 master bedroom with washroom *3 other bedrooms sharing one washroom * A hall *Spacious kitchen *Fully terrazzo house * Fixed wardrobes and fans  * Garage * Good flow of pipe borne water * Accessible road to house *Concrete compound * House surrounded by nice buildings and a quiet environment
3 Bedroom Self Compound @ Adenta,,Adenta,Accra,3,2,100 sqm,Ghana cedis,1200,HP Consult ,11 Jul 10:04 am,House,3 bedroom self compound for rent in a very serene environment at Adenta. Rooms are tiled and very spacious too. Comes with 2 toilets and 2 baths. There is constant supply of water. Going for GHC1200 per month with 2 years advance. Call now for inspection
5 bed house for rent at Adenta,Adenta Pantang junction,Adenta,Accra,5,3,100 sqm,Ghana cedis,2000,Franko Properties ,16 Jun  5:03 pm,House,A nice looking spacious 5 bedroom house for rent at Adenta right at pantang junction. ...very large compound  good security network  gated and walled..24/7 water supply. Spacious rooms  good road network. .Cal for viewing
3 BEDROOM HOUSE FOR RENT AT KORLE-BU,SHELL FILLING STATION,Korle-Bu,Accra,3,2,1 sqm,Ghana cedis,6450,N & G Property Services Limited ,16 Jun  4:36 pm,House,REFERENCE NO: HSE 64 ELEGANT 3 BEDROOM HOUSE FOR RENT AT KORLE-BU AVAILABLE NOW PRICE IN USD : $1 500
East Airport 4 Bedroom House,,Airport,Accra,4,4,1 sqm,Ghana cedis,7250,Isaac Anthony Homes  ,16 Jun  4:16 pm,House,Isaac Anthony Homes presents this 4 Bedroom house situated in a gated community at East Airport. Key Features: Master bedroom Ensuite Fitted kitchen Spacious compound Generator 24 Hr security Electric fence Price:$1650 per month #isaacanthonyhomes
Furnished Three Bedrooms House Peduase,Peduase Lordge,Akuapim South,Eastern,3,3,180 sqm,Ghana cedis,7000,Gideon McHollie VERIFIED, 8 Jul  6:28 pm,House,This is a fully furnished 3 bedrooms house and two bedrooms out house  Location is around peduase lordge (eastern region) It has a very serene and cool environment. Everything is in place for a comfortable living. There is an electric fence on the walls gor security. Very good road to location. Price is $1500 or cedi equivalent..
spacious 2 bed house-East legon,East legon trassaco opposite first face 1,East Legon,Accra,2,1,100 sqm,Ghana cedis,2000,Franko Properties ,16 Jun  2:25 pm,House,A nice looking  2 bedroom  self compound with spacious rooms and large compound for car park. ..in a nice looking  environment  good security area.. Close to the road.. 24/7 water supply. .price is negotiable
3 Bedroom Storey With 4 Bathrooms,20th Street Ashongman Lighthouse Junction,Adenta,Accra,3,4,18 sqm,Ghana cedis,1600,Jonathan ,16 Jun  3:09 pm,House,TO/LET - ADENTA : 3-BEDROOMS . STOREY WITH  4 -TOILETS  &  BATHS .HALL-DINNING    KITCHEN  &  STORE AT  ADENTA (Near  lighthouse  church). CALL:0230990999
Executive 5Bedroom @East Legon,East Legon Hills,East Legon,Accra,5,5,1000 sqft,Ghana cedis,1700,Benjamin Smith VERIFIED, 1 Jul  4:42 am,House,It's a newly built 5Bedroom self compound in a gated community at East Legon Hills for Rent All rooms are en-suits with wardrobe  Fitted kitchen  Dinning area  Spacious compound  24/7 security services  Guest toilet  Please call us for more information. Thanks
1 bed furnished house at East Legon,East Legon close to A & C Mall,East Legon,Accra,1,1,100 sqm,Ghana cedis,7200,LOVERIDGE PROPERTIES & CONSULT VERIFIED,16 Jun  2:30 pm,House,FULLY FURNISHED 1 BEDROOM house FOR RENT AT EAST LEGON This unique fully furnished property has been carefully designed to intertwine the outdoors and indoors  not only through the use of glazing  but also through the interplay between light and shade and the interaction between  the covered structures and uncovered space. The beautiful kitchen is located near the dining room and living room area. This property also boasts of stunning architectural elements and designer finishes providing each room with its own character.  Price:$1800 per month. Available for short and long term rentals. Contact Loveridge Properties & Consult now!!!!!!!
4 bedroom house to let in Cantonments,American Embassy at Cantonments,Cantonments,Accra,4,4,400 sqm,Ghana cedis,26000,Avenue Properties ,16 Jun  1:10 pm,House,Executive fully furnished four bedroom townhouse with one bedroom outhouse (all en-suite) for rent in Cantonments near American Embassy  Accra Ghana. Each room has air condition  wardrobe and fan. The house is a townhouse with a common swimming pool  a standby generator and 24/7 security. The area has uninterrupted water flow and it is renting for US$ 6 500 per month
Executive 3Bedroom House east legon,east legon,East Legon,Accra,3,3,1000 sqft,Ghana cedis,5500,Benjamin Smith VERIFIED, 1 Jul  4:36 am,House,This is an Executive 3Bedroom House with A boys quarter at East Legon for Rent  All rooms are en-suits with  Air conditioner Wardrobes Fan Furnished kitchen Spacious living room with AC and guest washroom  Large compound with garden  Beautiful and secured environment Please call us for more information
